PIC ID,Reference Name,Reference Link,Year,Conference (VENUE),Website,AUTHORS
reverseelast,Engineering reversible elasticity in ductile and brittle thin films supported by a plastic foil,https://infoscience.epfl.ch/record/233966/files/EML2017.pdf,2017,ELSEVIER,https://infoscience.epfl.ch/record/233966/files/EML2017.pdf,"Nicolas Vachicouras, Christina M. Tringides, Philippe B. Campiche, Stéphanie P. Lacour"
flexy,"Flexy: Shape-Customizable, Single-Layer, Inkjet Printable Patterns for 1D and 2D Flex Sensing",https://dl.acm.org/citation.cfm?id=3024989,2017,TEI,https://dl.acm.org/citation.cfm?id=3024989,"Nirzaree Vadgama, Jürgen Steimle"
pedot,Kirigami-patterned highly stretchable conductors from flexible carbon nanotube-embedded polymer films,https://advances.sciencemag.org/content/advances/3/3/e1602076.full.pdf,2017,SCIENCE ADVANCES,https://advances.sciencemag.org/content/advances/3/3/e1602076.full.pdf,"Yue Wang, Chenxin Zhu, Raphael Pfattner, Hongping Yan, Lihua Jin, Shucheng Chen, Francisco Molina-Lopez, Franziska Lissel, Jia Liu, Noelle I. Rabiah, Zheng Chen, Jong Won Chung, Christian Linder, Michael F. Toney, Boris Murmann, Zhenan Bao"
Stretchis,Stretchis: Fabricating Highly Stretchable User Interfaces,https://dl.acm.org/citation.cfm?id=2984521,2016,UIST,https://dl.acm.org/citation.cfm?id=2984521,"Michael Wessely, Theophanis Tsandilas, Wendy E. Mackay"
blowfab,BlowFab: Rapid Prototyping for Rigid and Reusable Objects using Inflation of Laser-cut Surfaces,https://dl.acm.org/citation.cfm?id=3126624,2017,UIST,https://dl.acm.org/citation.cfm?id=3126624,"Junichi Yamaoka, Ryuma Niiyama, Yasuaki Kakehi"
isoft,iSoft: A Customizable Soft Sensor with Real-time Continuous Contact and Stretching Sensing,https://dl.acm.org/citation.cfm?id=3126654,2017,UIST,https://dl.acm.org/citation.cfm?id=3126654,"Sang Ho Yoon, Ke Huo, Yunbo Zhang, Guiming Chen, Luis Paredes, Subramanian Chidambaram, Karthik Ramani"
electrick,Electrick: Low-Cost Touch Sensing Using Electric Field Tomography,https://dl.acm.org/citation.cfm?id=3025842,2017,UIST,https://dl.acm.org/citation.cfm?id=3025842,"Yang Zhang, Gierad Laput, Chris Harrison"
kiristick,Kirigami enhances film adhesion,https://www.researchgate.net/publication/323567122_Kirigami_Enhances_Film_Adhesion,2018,RSC,https://www.researchgate.net/publication/323567122_Kirigami_Enhances_Film_Adhesion,"Ruike Zhao, Shaoting Lin, Hyunwoo Yuk, Xuanhe Zhao"
dualkey,DualKey: Miniature Screen Text Entry via Finger Identification,https://dl.acm.org/doi/abs/10.1145/2858036.2858052,2016,CHI,https://dl.acm.org/doi/abs/10.1145/2858036.2858052,"Aakar Gupta, Ravin Balakrishnan"
gglass,One-Dimensional Handwriting: Inputting Letters and Words on Smart Glasses,https://dl.acm.org/doi/abs/10.1145/2858036.2858542,2016,CHI,https://dl.acm.org/doi/abs/10.1145/2858036.2858542,"Chun Yu, Ke Sun, Mingyuan Zhong, Xincheng Li, Peijun Zhao, Yuanchun Shi"
smartobj,Designing Smart Objects with Autistic Children: Four Design Exposès,https://dl.acm.org/doi/abs/10.1145/2858036.2858050,2016,CHI,https://dl.acm.org/doi/abs/10.1145/2858036.2858050,"Christopher Frauenberger, Julia Makhaeva, Katta Spiel"
ministudio,miniStudio: Designers' Tool for Prototyping Ubicomp Space with Interactive Miniature,https://dl.acm.org/doi/abs/10.1145/2858036.2858180,2016,CHI,https://dl.acm.org/doi/abs/10.1145/2858036.2858180,"Han-Jong Kim, Ju-Whan Kim, Tek-Jin Nam"
retrofab,"RetroFab: A Design Tool for Retrofitting Physical Interfaces using Actuators, Sensors and 3D Printing",https://dl.acm.org/doi/abs/10.1145/2858036.2858485,2016,CHI,https://dl.acm.org/doi/abs/10.1145/2858036.2858485,"Raf Ramakers, Fraser Anderson, Tovi Grossman, George Fitzmaurice"
novicesketch,How Novices Sketch and Prototype Hand-Fabricated Objects,https://dl.acm.org/doi/abs/10.1145/2858036.2858159,2016,CHI,https://dl.acm.org/doi/abs/10.1145/2858036.2858159,"Adrien Bousseau, Theophanis Tsandilas, Lora Oehlberg, Wendy E. Mackay"
under3d,"Understanding Newcomers to 3D Printing: Motivations, Workflows, and Barriers of Casual Makers",https://dl.acm.org/doi/abs/10.1145/2858036.2858266,2016,CHI,https://dl.acm.org/doi/abs/10.1145/2858036.2858266,"Nathaniel Hudson, Celena Alcock, Parmit K. Chilana"
combishape,Combining Shape-Changing Interfaces and Spatial Augmented Reality Enables Extended Object Appearance,https://dl.acm.org/doi/abs/10.1145/2858036.2858457,2016,CHI,https://dl.acm.org/doi/abs/10.1145/2858036.2858457,"David Lindlbauer, Jens Emil Grønbæk, Morten Birk, Kim Halskov, Marc Alexa, Jörg Müller"
pmomo,Pmomo: Projection Mapping on Movable 3D Object,https://dl.acm.org/doi/abs/10.1145/2858036.2858329,2016,CHI,https://dl.acm.org/doi/abs/10.1145/2858036.2858329,"Yi Zhou, Shuangjiu Xiao, Ning Tang, Zhiyong Wei, Xu Chen"
bitdrones,BitDrones: Towards Using 3D Nanocopter Displays as Interactive Self-Levitating Programmable Matter,https://dl.acm.org/doi/abs/10.1145/2858036.2858519,2016,CHI,https://dl.acm.org/doi/abs/10.1145/2858036.2858519,"Antonio Gomes, Calvin Rubens, Sean Braley, Roel Vertegaal"
embodiedsketching,Embodied Sketching,https://dl.acm.org/doi/abs/10.1145/2858036.2858486,2016,CHI,https://dl.acm.org/doi/abs/10.1145/2858036.2858486,"Elena Márquez Segura, Laia Turmo Vidal, Asreen Rostami, Annika Waern"
beupright,BeUpright: Posture Correction Using Relational Norm Intervention,https://dl.acm.org/doi/abs/10.1145/2858036.2858561,2016,CHI,https://dl.acm.org/doi/abs/10.1145/2858036.2858561,"Jaemyung Shin, Bumsoo Kang, Taiwoo Park, Jina Huh, Jinhan Kim, Junehwa Song"
bips,Body Integrated Programmable Joints Interface,https://dl.acm.org/doi/abs/10.1145/2858036.2858538,2016,CHI,https://dl.acm.org/doi/abs/10.1145/2858036.2858538,"Sang-won Leigh, Pattie Maes"
wabisabi,Expanding on Wabi-Sabi as a Design Resource in HCI,https://dl.acm.org/doi/abs/10.1145/2858036.2858459,2016,CHI,https://dl.acm.org/doi/abs/10.1145/2858036.2858459,"Vasiliki Tsaknaki, Ylva Fernaeus"
bricolage,The Hybrid Bricolage: Bridging Parametric Design with Craft through Algorithmic Modularity,https://dl.acm.org/doi/abs/10.1145/2858036.2858441,2016,CHI,https://dl.acm.org/doi/abs/10.1145/2858036.2858441,"Tamara Anna Efrat, Moran Mizrahi, Amit Zoran"
exoskin,ExoSkin: On-Body Fabrication,https://dl.acm.org/doi/abs/10.1145/2858036.2858576,2016,CHI,https://dl.acm.org/doi/abs/10.1145/2858036.2858576,"Madeline Gannon, Tovi Grossman, George Fitzmaurice"
arc,Mimetic Machines: Collaborative Interventions in Digital Fabrication with Arc,https://dl.acm.org/doi/abs/10.1145/2858036.2858475,2016,CHI,https://dl.acm.org/doi/abs/10.1145/2858036.2858475,"Hidekazu Saegusa, Thomas Tran, Daniela K. Rosner"
paperID,PaperID: A Technique for Drawing Functional Battery-Free Wireless Interfaces on Paper,https://dl.acm.org/doi/abs/10.1145/2858036.2858249,2016,CHI,https://dl.acm.org/doi/abs/10.1145/2858036.2858249,"Hanchuan Li, Eric Brockmeyer, Elizabeth J. Carter, Josh Fromm, Scott E. Hudson, Shwetak N. Patel, Alanson Sample"
rapID,RapID: A Framework for Fabricating Low-Latency Interactive Objects with RFID Tags,https://dl.acm.org/doi/abs/10.1145/2858036.2858243,2016,CHI,https://dl.acm.org/doi/abs/10.1145/2858036.2858243,"Andrew Spielberg, Alanson Sample, Scott E. Hudson, Jennifer Mankoff, James McCann"
handmark,HandMark Menus: Rapid Command Selection and Large Command Sets on Multi-Touch Displays,https://dl.acm.org/doi/abs/10.1145/2858036.2858211,2016,CHI,https://dl.acm.org/doi/abs/10.1145/2858036.2858211,"Andrew Spielberg, Alanson Sample, Scott E. Hudson, Jennifer Mankoff, James McCann"
Grabrics,Grabbing at an angle: menu selection for fabric interfaces,https://dl.acm.org/doi/abs/10.1145/2971763.2971786,2016,ISWC,https://dl.acm.org/doi/abs/10.1145/2971763.2971786,"Nur Al-huda Hamdan, Jeffrey R. Blum, Florian Heller,Ravi Kanth Kosuru, Jan O Borchers"
Interactex,Interactex: an integrated development environment for smart textiles,https://dl.acm.org/doi/abs/10.1145/2971763.2971776,2016,ISWC,https://dl.acm.org/doi/abs/10.1145/2971763.2971776,"Juan Haladjian, Katharina Bredies, Bernd Brügge"
MoodLens,MoodLens: towards improving nonverbal emotional expression with an in-lens fiber optic display,https://dl.acm.org/doi/abs/10.1145/2971763.2971798,2016,ISWC,https://dl-acm-org.ezproxy.lib.purdue.edu/doi/abs/10.1145/2971763.2971798,"Angela Vujic, Thad Starner, Melody Jackson"
measuring_sleep,Experiences measuring sleep and physical activity patterns across a large college cohort with fitbits,https://dl.acm.org/doi/abs/10.1145/2971763.2971767,2016,ISWC,https://dl-acm-org.ezproxy.lib.purdue.edu/doi/abs/10.1145/2971763.2971767,"Rachael Purta, Stephen Mattingly, Lixing Song, Omar Lizardo, David Hachen, Christian Poellabauer, Aaron Striegel"
Beach_Volleyball,Beach volleyball serve type recognition,https://dl.acm.org/doi/abs/10.1145/2971763.2971781,2016,ISWC,https://dl-acm-org.ezproxy.lib.purdue.edu/doi/abs/10.1145/2971763.2971781,"Luis Ponce Cuspinera, Sakura Uetsuji, Francisco Javier Ordonez Morales, Daniel Roggen"
Generic_Sensor_Fabric,A generic sensor fabric for multi-modal swallowing sensing in regular upper-body shirts,https://dl.acm.org/doi/abs/10.1145/2971763.2971785,2016,ISWC,https://dl-acm-org.ezproxy.lib.purdue.edu/doi/abs/10.1145/2971763.2971785,"Rui Zhang, Martin Freund, Oliver Amft, Jingyuan Cheng, Bo Zhou, Paul Lukowicz, Seoane Fernando, Peter Chabrecek"
virtual_food_texture,Virtual food texture by electrical muscle stimulation,https://dl.acm.org/doi/abs/10.1145/2971763.2971792,2016,ISWC,https://dl-acm-org.ezproxy.lib.purdue.edu/doi/abs/10.1145/2971763.2971792,"Arinobu Niijima, Takefumi Ogawa"
Bite_glasses,Bite glasses: measuring chewing using emg and bone vibration in smart eyeglasses,https://dl.acm.org/doi/abs/10.1145/2971763.2971799,2016,ISWC,https://dl-acm-org.ezproxy.lib.purdue.edu/doi/abs/10.1145/2971763.2971799,"Rui Zhang, Oliver Amft"
wearable_orientation,Electric field phase sensing for wearable orientation and localisation applications,https://dl.acm.org/doi/abs/10.1145/2971763.2971774,2016,ISWC,https://dl-acm-org.ezproxy.lib.purdue.edu/doi/abs/10.1145/2971763.2971774,"Daniel Roggen, Arash Pour Yazdan, Francisco Javier Ordóñez Morales, Robert J. Prance, Helen Prance"
Reducing_Anxiety,Reducing anxiety while interacting with industrial robots,https://dl.acm.org/doi/abs/10.1145/2971763.2971780,2016,ISWC,https://dl-acm-org.ezproxy.lib.purdue.edu/doi/abs/10.1145/2971763.2971780,"Stefan Brending, Ali Mahmood Khan, Michael Lawo, Maik M ̈uller, Patrick Zeising"
Wrinkles,Input interface using wrinkles on clothes,https://dl.acm.org/doi/abs/10.1145/2971763.2971782,2016,ISWC,https://dl-acm-org.ezproxy.lib.purdue.edu/doi/abs/10.1145/2971763.2971782,"Kentaro Ueda, Tsutomu Terada, Masahiko Tsukamoto"
ambient_sound_display,Wearable ambient sound display: embedding information in personal music,https://dl.acm.org/doi/abs/10.1145/2971763.2971789,2016,ISWC,https://dl-acm-org.ezproxy.lib.purdue.edu/doi/abs/10.1145/2971763.2971789,"George Chernyshov, Benjamin Tag, Jiajun Chen, Vontin Noriyasu, Paul Lukowicz,Kai Kunze"
wearable_visual_markers,Charting user preferences on wearable visual markers,https://dl.acm.org/doi/abs/10.1145/2971763.2971790,2016,ISWC,https://dl-acm-org.ezproxy.lib.purdue.edu/doi/abs/10.1145/2971763.2971790,"Jonna Häkkilä, Juho Rantakari, Paula Roinesalo, Ashley Colley"
Karuta,A system for determining which player touches a card first using a wrist-worn sensor in competitive karuta,https://dl.acm.org/doi/abs/10.1145/2971763.2971791,2016,ISWC,https://dl-acm-org.ezproxy.lib.purdue.edu/doi/abs/10.1145/2971763.2971791,"Hiroshi Yamada, Kazuya Murao, Tsutomu Terada, Masahiko Tsukamoto"
video_tutor,Your Personal Movie Producer:Generating Highlight Videos in Soccer Using Wearables,https://dl.acm.org/doi/abs/10.1145/2971763.2971772,2016,ISWC,https://dl-acm-org.ezproxy.lib.purdue.edu/doi/abs/10.1145/2971763.2971772,"Dominik Schuldhaus, Carolin Jakob, Constantin Zwick, Harald Koerger, Bjoern M. Eskofier"
Garment_Sizes,An analysis of the variability of anatomical body references within ready-to-wear garment sizes,https://dl.acm.org/doi/abs/10.1145/2971763.2971800,2016,ISWC,https://dl-acm-org.ezproxy.lib.purdue.edu/doi/abs/10.1145/2971763.2971800,"Linsey Griffin, Crystal Compton, Lucy E. Dunne"
GestureSleeve,GestureSleeve: using touch sensitive fabrics for gestural input on the forearm for controlling smartwatches,https://dl.acm.org/doi/abs/10.1145/2971763.2971797,2016,ISWC,https://dl-acm-org.ezproxy.lib.purdue.edu/doi/abs/10.1145/2971763.2971797,"Stefan Schneegass, Alexandra Voit"
RSVP,RSVP on the go: implicit reading support on smart watches through eye tracking,https://dl.acm.org/doi/abs/10.1145/2971763.2971794,2016,ISWC,https://dl-acm-org.ezproxy.lib.purdue.edu/doi/abs/10.1145/2971763.2971794,"Tilman Dingler, Rufat Rzayev, Valentin Schwind, Niels Henze"
Whoosh,"Whoosh: non-voice acoustics for low-cost, hands-free, and rapid input on smartwatches",https://dl.acm.org/doi/abs/10.1145/2971763.2971765,2016,ISWC,https://dl-acm-org.ezproxy.lib.purdue.edu/doi/abs/10.1145/2971763.2971765,"Gabriel Reyes, Dingtian Zhang, Sarthak Ghosh, Pratik Shah, Jason WuAman Parnami, Bailey Bercik, Thad Starner, Gregory D. Abowd, W. Keith Edwards"
CircularSelection,CircularSelection:Optimizing List Selection for Smartwatches,https://dl.acm.org/doi/abs/10.1145/2971763.2971766,2016,ISWC,https://dl-acm-org.ezproxy.lib.purdue.edu/doi/abs/10.1145/2971763.2971766,Katrin Plaumann Michael M ̈uller Enrico Rukzio
WatchOut,WatchOut: extending interactions on a smartwatch with inertial sensing,https://dl.acm.org/doi/abs/10.1145/2971763.2971775,2016,ISWC,https://dl-acm-org.ezproxy.lib.purdue.edu/doi/abs/10.1145/2971763.2971775,"Cheng Zhang, Junrui Yang, Caleb Southern"
Skin_Reading,Skin Reading: encoding text in a 6-channel haptic display,https://dl.acm.org/doi/abs/10.1145/2971763.2971769,2016,ISWC,https://dl-acm-org.ezproxy.lib.purdue.edu/doi/abs/10.1145/2971763.2971769,"Granit Luzhnica, Eduardo Veas, Viktoria Pammer"
Vibrotactile_Interactions,Exploring the design space of touch-based vibrotactile interactions for smartwatches,https://dl.acm.org/doi/abs/10.1145/2971763.2971783,2016,ISWC,https://dl-acm-org.ezproxy.lib.purdue.edu/doi/abs/10.1145/2971763.2971783,"Hasti Seifi, Kent Lyons"
Tactile_Taps,Tactile taps teach rhythmic text entry: passive haptic learning of morse code,https://dl.acm.org/doi/abs/10.1145/2971763.2971768,2016,ISWC,https://dl-acm-org.ezproxy.lib.purdue.edu/doi/abs/10.1145/2971763.2971768,"Caitlyn Seim, Saul Reynolds-Haertle, Sarthak Srinivas, Thad Starner"
RuttelFlu,RüttelFlug: a wrist-worn sensing device for tactile vertical velocity perception in 3d-space,https://dl.acm.org/doi/abs/10.1145/2971763.2971795,2016,ISWC,https://dl-acm-org.ezproxy.lib.purdue.edu/doi/abs/10.1145/2971763.2971795,"Erik Pescara, Michael Beigl, Matthias Budde"
VRmagnetic,2D input for virtual reality enclosures with magnetic field sensing,https://dl.acm.org/doi/abs/10.1145/2971763.2971787,2016,ISWC,https://dl-acm-org.ezproxy.lib.purdue.edu/doi/abs/10.1145/2971763.2971787,Kent Lyons
EyeContact,EyeContact: scleral coil eye tracking for virtual reality,https://dl.acm.org/doi/abs/10.1145/2971763.2971771,2016,ISWC,https://dl-acm-org.ezproxy.lib.purdue.edu/doi/abs/10.1145/2971763.2971771,"EricWhitmire, LauraTrutoiu, RobertCavin, DavidPerek, BrianScally, JamesPhillips, ShwetakPatel"
Interpersonal_Distance,Controlling virtual body size to reduce discomfort caused by inappropriate interpersonal distance,https://dl.acm.org/doi/abs/10.1145/2971763.2971770,2016,ISWC,https://dl-acm-org.ezproxy.lib.purdue.edu/doi/abs/10.1145/2971763.2971770,"Masaki Maeda, Tomu Tominaga, Yoshinori Hijikata, Nobuchika Sakata"
DigitalJewellery,Interactive Jewellery: a design exploration.,https://dl.acm.org/doi/abs/10.1145/2839462.2839504,2016,TEI,https://dl-acm-org.ezproxy.lib.rmit.edu.au/doi/10.1145/2839462.2839504,"Maarten Versteeg, Elise Van Den Hoven, and Caroline Hummels."
SmartWatch,Toward Wearable App Design for Children's In-the-World Science Inquiry,https://dl.acm.org/doi/abs/10.1145/3024969.3025008,2017,TEI,https://dl-acm-org.ezproxy.lib.rmit.edu.au/doi/10.1145/3024969.3025008,"Sharon Lynn Chu, and Brittany M. Garcia"
Morphology,Morphology Extension Kit: A Modular Robotic Platform for Physically Reconfigurable Wearables,https://dl.acm.org/doi/abs/10.1145/3173225.3173239,2018,TEI,https://dl-acm-org.ezproxy.lib.rmit.edu.au/doi/10.1145/3173225.3173239,"Sang-won Leigh, Timothy Denton, Kush Parekh, William Peebles, Magnus Johnson, and Pattie Maes."
ShapeTex,ShapeTex: implementing shape-changing structures in fabric for wearable actuation,https://dl.acm.org/doi/abs/10.1145/3173225.3173245,2018,TEI,https://dl-acm-org.ezproxy.lib.rmit.edu.au/doi/abs/10.1145/3173225.3173245,"Jiachun Du, Panos Markopoulos, Qi Wang, Marina Toeters, and Ting Gong."
zPatch,zPatch: Hybrid resistive/capacitive etextile input.,https://dl.acm.org/doi/abs/10.1145/3173225.3173242,2018,TEI,https://dl-acm-org.ezproxy.lib.rmit.edu.au/doi/abs/10.1145/3173225.3173242,"Paul Strohmeier, Jarrod Knibbe, Sebastian Boring, and Kasper Hornbæk."
InternetOfSounds,Embodied interactions with e-textiles and the internet of sounds for performing arts.,https://dl.acm.org/doi/abs/10.1145/3173225.3173272,2018,TEI,https://dl-acm-org.ezproxy.lib.rmit.edu.au/doi/abs/10.1145/3173225.3173272,"Sophie Skach, Anna Xambó, Luca Turchet, Ariane Stolfi, Rebecca Stewart and Mathieu Barthet."
OPK,Opto-Phono-Kinesia (OPK) Designing Motion-Based Interaction for Expert Performers.,https://dl.acm.org/doi/abs/10.1145/3173225.3173295,2018,TEI,https://dl-acm-org.ezproxy.lib.rmit.edu.au/doi/10.1145/3173225.3173295,Steve Gibson
EMSPainter,EMS Painter: Co-creating Visual Art using Electrical Muscle Stimulation,https://dl.acm.org/doi/abs/10.1145/3173225.3173279,2018,TEI,https://dl-acm-org.ezproxy.lib.rmit.edu.au/doi/10.1145/3173225.3173279,"Ashley Colley, Aki Leinonen, Meri-Tuulia Forsman, and Jonna Häkkilä"
DeepWear,DeepWear: a Case Study of Collaborative Design between Human and Artificial Intelligence,https://dl.acm.org/doi/abs/10.1145/3173225.3173302,2018,TEI,https://dl-acm-org.ezproxy.lib.rmit.edu.au/doi/10.1145/3173225.3173302,"Natsumi Kato, Hiroyuki Osone, Daitetsu Sato, Naoya Muramatsu, and Yoichi Ochiai."
ThouAndI,Thou and I: Exploring Expressive Digital Interaction with Interactive Characteristic Wigs,https://dl.acm.org/doi/abs/10.1145/3173225.3173311,2018,TEI,https://dl-acm-org.ezproxy.lib.rmit.edu.au/doi/10.1145/3173225.3173311,Young Suk Lee.
SKIN,SKIN-Embodied Navigation through WiFi Traffic using Vibro-Tactile Feedback.,https://dl.acm.org/doi/abs/10.1145/3173225.3173314,2018,TEI,https://dl-acm-org.ezproxy.lib.rmit.edu.au/doi/10.1145/3173225.3173314,"Bas van den Boogaard, Louise Ørsted Jensen, Stefan Engelbrecht Nielsen, Vibeke Thorhauge Stephensen, Karina Lindegaard Aae Jensen, and Markus Löchtefeld."
Cyborganic,Rewilding wearables: Sympoeitic interfaces for empathic experience of other-than-human entities.,https://dl.acm.org/doi/abs/10.1145/3173225.3173316,2018,TEI,https://dl-acm-org.ezproxy.lib.rmit.edu.au/doi/10.1145/3173225.3173316,"Patricia Flanagan, and Raune Frankjaer"
WeaveStructures,Adapting Double Weaving and Yarn Plying Techniques for Smart Textiles Applications.,https://dl.acm.org/doi/abs/10.1145/3294109.3295625,2019,TEI,https://dl-acm-org.ezproxy.lib.rmit.edu.au/doi/abs/10.1145/3294109.3295625,Laura Devendorf and Chad Di Lauro.
ONEDayShoes,ONEDAY Shoes: A Maker Toolkit to Understand the Role of Co-Manufacturing in Personalization,https://dl.acm.org/doi/abs/10.1145/3294109.3295637,2019,TEI,https://dl-acm-org.ezproxy.lib.rmit.edu.au/doi/10.1145/3294109.3295637,"Troy Nachtigall, Oscar Tomico, and Ron Wakkary."
Hooze,Hooze: A Kinetic Fashion Accessory for Touch and Play.,https://dl.acm.org/doi/abs/10.1145/3294109.3300980,2019,TEI,https://dl-acm-org.ezproxy.lib.rmit.edu.au/doi/abs/10.1145/3294109.3300980,"Patrycja Zdziarska, Felix A. Epp, Walther Jensen, Mark D. Gross, and Ellen Yi-Luen Do."
HandPuppet,Hand Puppet as Means for eTextile Synthesis.,https://dl.acm.org/doi/abs/10.1145/3294109.3300987,2019,TEI,https://dl-acm-org.ezproxy.lib.rmit.edu.au/doi/abs/10.1145/3294109.3300987,"Emmi Pouta, and Jussi Mikkonen."
AutoBra,Auto-adjustable Bra for Women with a Pronounced Alteration in Breast Volume.,https://dl.acm.org/doi/10.1145/3294109.3300982,2019,TEI,https://dl-acm-org.ezproxy.lib.rmit.edu.au/doi/10.1145/3294109.3300982,Eldy Stephanie Lazaro Vasquez
RAKS,The Hybrid Body and Sonic-Cyborg Performance in Why Should Our Bodies End at the Skin?,https://dl.acm.org/doi/10.1145/3294109.3301255,2019,TEI,https://dl-acm-org.ezproxy.lib.rmit.edu.au/doi/10.1145/3294109.3301255,"Aurie Hsu, and Steven Kemper."
ambienBeat,ambienBeat: Wrist-worn Mobile Tactile Biofeedback for Heart Rate Rhythmic Regulation,https://dl.acm.org/doi/abs/10.1145/3374920.3374938,2020,TEI,https://dl-acm-org.ezproxy.lib.rmit.edu.au/doi/abs/10.1145/3374920.3374938,Kyung Yun Choi and Hiroshi Ishii
GlassesDevice,Classification of Spontaneous and Posed Smiles by Photo-reflective Sensors Embedded with Smart Eyewear,https://dl.acm.org/doi/abs/10.1145/3374920.3374936,2020,TEI,https://dl-acm-org.ezproxy.lib.rmit.edu.au/doi/abs/10.1145/3374920.3374936,"Chisa Saito, Masai Katsutoshi and Maki Sugimoto."
TextilePatch,Designing for Workplace Safety: Exploring Interactive Textiles as Personal Alert Systems,https://dl.acm.org/doi/abs/10.1145/3374920.3374932,2020,TEI,https://dl-acm-org.ezproxy.lib.rmit.edu.au/doi/abs/10.1145/3374920.3374932,"Miriam Gaissmaier, Anna Karlsson, Sofie Aschan Eriksson, Elsa Kosmack Vaara, Ksenija Komazec, Ylva Fernaeus"
WearableBits,Wearable Bits: Scaffolding Creativity with a Prototyping Toolkit for Wearable E-textiles,https://dl.acm.org/doi/abs/10.1145/3374920.3374954,2020,TEI,https://dl-acm-org.ezproxy.lib.rmit.edu.au/doi/abs/10.1145/3374920.3374954,"Lee Jones, Sara Nabil, Amanda McLeod, and Audrey Girouard"
Orthorigami,Orthorigami: Implementing Shape-Memory Polymers for Customizing Orthotic Applications,https://dl.acm.org/doi/abs/10.1145/3374920.3374957,2020,TEI,https://dl-acm-org.ezproxy.lib.rmit.edu.au/doi/abs/10.1145/3374920.3374957,"Jessica Reese, Hwaryoung Seo Jinsil, Srinavasa Arun."
AlwaysWithMe,Always with Me: Exploring Wearable Displays as a Lightweight Intimate Communication Channel,https://dl.acm.org/doi/abs/10.1145/3374920.3375011,2020,TEI,https://dl-acm-org.ezproxy.lib.rmit.edu.au/doi/abs/10.1145/3374920.3375011,"Pradthana Jarusriboonchai, Hong Li, Emmi Harjuniemi, Heiko Müller, Jonna Häkkilä"
SnapSnap,Snap-Snap T-Shirt: Posture Awareness Through Playful and Somaesthetic Experience,https://dl.acm.org/doi/abs/10.1145/3374920.3375013,2020,TEI,https://dl-acm-org.ezproxy.lib.rmit.edu.au/doi/abs/10.1145/3374920.3375013,"Svetlana Mironcika, Annika Hupfeld, Joep Frens, Jessica Asjes, Stephan Wensveen"
FeltPhoton,Encasing Computation: Using Digital Fabrication Approaches to Make Microcontrollers Wearable,https://dl.acm.org/doi/abs/10.1145/3374920.3375004,2020,TEI,https://dl-acm-org.ezproxy.lib.rmit.edu.au/doi/abs/10.1145/3374920.3375004,"Kate Hartman, Chris Luginbuhl, Yiyi Shao, and Ricardo Toller Correia."
BackModule,Designing a Wearable Soft-Robotic Orthosis: A Body-Centered Approach,https://dl.acm.org/doi/abs/10.1145/3374920.3375012,2020,TEI,https://dl-acm-org.ezproxy.lib.rmit.edu.au/doi/abs/10.1145/3374920.3375012,"Rahel Flechtner, Katharina Lorenz, and Gesche Joost."
HeartWaves,Heart Waves: A Heart Rate Feedback System Using Water Sounds,https://dl.acm.org/doi/abs/10.1145/3374920.3374982,2020,TEI,https://dl-acm-org.ezproxy.lib.rmit.edu.au/doi/abs/10.1145/3374920.3374982,"Omid Ettehadi, Lee Jones, and Kate Hartman"
EDASelfInterface,Self-Interfaces: Utilizing Real-Time Biofeedback in the Wild to Elicit Subconscious Behavior Change,https://dl.acm.org/doi/abs/10.1145/3374920.3374979,2020,TEI,https://dl-acm-org.ezproxy.lib.rmit.edu.au/doi/abs/10.1145/3374920.3374979,"Nava Haghighi, Arvind Satyanarayan"
Haplós,Haplós: Vibrotactile Somaesthetic Technology for Body Awareness,https://dl.acm.org/doi/abs/10.1145/3374920.3374984,2020,TEI,https://dl-acm-org.ezproxy.lib.rmit.edu.au/doi/abs/10.1145/3374920.3374984,"Diego S. Maranan, Jane Grant, John Matthias, Mike Phillips, and Susan L. Denham."
CircusScience,Circus Science: Designing Responsive Flying Trapeze Performance Costumes,https://dl.acm.org/doi/abs/10.1145/3374920.3374986,2020,TEI,https://dl-acm-org.ezproxy.lib.rmit.edu.au/doi/abs/10.1145/3374920.3374986,"Patrick Roche, Collin J. Goldbach, Alix Putman, Jeffrey A. Jalkio, Katie Kimball, and AnnMarie P. Thomas."
AuraMaton,Aura: maton: A Wearable Olfactory Display for Immersive Scentscapes,https://dl.acm.org/doi/10.1145/3374920.3375290,2020,TEI,https://dl-acm-org.ezproxy.lib.rmit.edu.au/doi/10.1145/3374920.3375290,Caroline McMillan
MuscleSense,MuscleSense: Exploring Weight Sensing using Wearable Surface Electromyography (sEMG),https://dl.acm.org/doi/abs/10.1145/3374920.3374943,2020,TEI,https://dl-acm-org.ezproxy.lib.rmit.edu.au/doi/abs/10.1145/3374920.3374943,"Chin Guan Lim, Chin Yi Tsai, and Mike Y. Chen."
HeatCraft,Towards Designing Bodily Integrated Play.,https://dl.acm.org/doi/10.1145/3374920.3374931,2020,TEI,https://dl-acm-org.ezproxy.lib.rmit.edu.au/doi/10.1145/3374920.3374931,"Florian 'Floyd' Mueller, Tuomas Kari, Zhuying Li, Yan Wang, Yash Dhanpal Mehta, Josh Andres, Jonathan Marquez, and Rakesh Patibanda."
